loss,val_loss
0.012404344975948334,8.616415288997814e-05
8.229809463955462e-05,8.446550782537088e-05
8.215210255002603e-05,8.407711720792577e-05
8.208963117795065e-05,8.403192623518407e-05
8.20431305328384e-05,8.5865416622255e-05
